NLC,"Entries  Standard  ",Entries Reduced,"Entries Seasons ",Exits Standard," Exits Reduced",Exits Seasons,Total Entries and Exits
2158,1540,2655,163.5,1649,2670,163.5,8841
5312,15072,41601,21679.5,19696,44634,21679.5,164362
9819,113744,72652,77151.5,113482,72668,77151.5,526849
3859,10368,30597,7715,12068,30596,7715,99059
9779,7148,5612,2981,10351,5614,2981,34687
8665,7999,476,10.5,7695,476,10.5,16667
9608,53041,35054,83074,57313,35097,83074,346653
9304,46318,12366,26455,45893,12371,26455,169858
8526,19714,17358,1262.5,21955,17201,1262.5,78753
8107,4224,3983,3664.5,4014,3987,3664.5,23537
3389,34736,19990,23186,35395,20073,23186,156566
8666,12624,11485,5133,13771,11474,5133,59620
1247,8974,7104,3667,9312,7166,3667,39890
4098,1834,2066,60,2025,2064,60,8109
1881,22817,23337,44331,21222,23615,44331,179653
2940,6426,5949,4576,6898,6484,4576,34909
4216,67240,130020,25120.5,69740,129801,25120.5,447042
7354,1823,1236,443,1410,1241,443,6596
9773,39779,39257,146715.5,39649,39259,146715.5,451375
2565,11608,15166,5053.5,11984,15205,5053.5,64070
2139,14966,2220,200.5,14747,2242,200.5,34576
6241,2977,350,1290,2988,544,1290,9439
2047,353,53,5,407,53,5,876
5911,9551,11935,10749,8819,12952,10749,64755
6018,60141.413,64031,197665.8475,44440.187,65063.015,197655.3475,628996.81
5058,51040,41915.058,168024.254,31557.014,53469.162,166129.254,512134.742
2152,39398,86502,983,34044,90806,983,252716
6289,98,0,0,210,0,0,308
5150,234483.009,271079.839,524201.857,131994.492,264970.469,524094.857,1950824.523
5345,203574.475,249671.062,513468.2155,82696.513,248910.375,513392.7155,1811713.356
9533,2132,1724,448,2315,1721,448,8788
5119,100378.014,135004.008,588241.266,58611.158,154093.008,584293.766,1620621.22
2923,4500,8555,1951,3284,9383,1951,29624
6209,9655,21,1011.5,9748,21,1011.5,21468
5238,9543,7885,6509,10568,8099,6509,49113
2358,780,583,144,862,587,144,3100
5567,139583.951,289359.276,520214.43,118424.459,305769.47,504989.43,1878341.016
2974,8140,15106,2668.5,8913,15145,2668.5,52641
2769,14563,24251,15946,15735,24635,15946,111076
5881,49963,124884,71129,48869,127409,71129,493383
8506,85192,68489,18219.5,92434,66957,18219.5,349511
6019,24053.289,8007.924,59436.288,18481.193,8870.924,59074.288,177923.906
6498,82207,94598,23079.5,101970,92748,23079.5,417682
6499,42416,51897,35536.5,29385,50516,35536.5,245287
3074,123231,182083,180856,120153,183706,180794.5,970823.5
3071,4229,9433,2504.5,4532,9319,2504.5,32522
7728,720442,1585314,201297.5,786430,1566566,201297.5,5061347
5330,11798,21120,18592,16019,21184,18592,107305
5331,10422,27021,23985.5,14512,27725,23985.5,127651
5175,12203,21739,33594,12934,22516,33594,136580
7038,12353,9850,8934.5,14883,10127,8934.5,65082
7039,13537,16871,74130.5,11883,19676,74130.5,210228
3674,176951,375909,89013.5,178919,377728,89013.5,1287534
3523,6388,24962,0,6164,24963,0,62477
1863,9975,10185,4424,7131,10167,4424,46306
9774,29049,20451,23946.5,29255,20452,23946.5,147100
3426,55564,158456,57568.5,54758,157360,57568.5,541275
7834,6113,4705,3159,6525,4705,3159,28366
2789,14061,18913,8445.5,13253,21455,8445.5,84573
9571,9744,5072,4871,9869,5072,4871,39499
5828,234,114,0,309,114,0,771
2257,30180,30762,27135.5,30455,31081,27135.5,176749
8668,806,1006,0,1057,999,0,3868
4426,14476,19225,1034.5,14997,19262,1034.5,70029
3895,2105,4294,1896,2935,4296,1896,17422
9609,3274,3492,107.5,6441,3537,107.5,16959
5568,102710.391,194317.964,310661.866,86580.013,204129.954,309599.866,1208000.054
5428,92415.592,184346.666,382467.8075,55385.617,199199.673,374163.3075,1287978.663
5460,520,1521,358,858,1568,358,5183
8528,23220,24117,359.5,23604,23221,359.5,94881
9358,40406,65715,31656.5,41186,65696,31656.5,276316
5636,40293,60780,39264,40513,62157,39264,282271
5429,26832.821,40776.31,120734.458,13811.921,43414.312,119915.458,365485.28
2455,766,33,0,746,33,0,1578
9189,12821,23953,10911,15479,23956,10911,98031
7895,3777,2894,1858,3920,2903,1858,17210
5601,14500.732,10499.443,46651.799,30335.733,13342.463,46177.799,161507.969
7308,20637,25162,3317,20553,25232,3317,98218
1422,31974.489,69168.279,166117.8025,26459.762,71437.279,155548.3025,520705.914
6929,8966.703,9031.743,21942.0835,6416.342,9140.743,21942.0835,77439.698
7996,40407,80303,28951,42811,80432,28951,301855
1069,95108,466021,255878,90866,476452,255868,1640193
1111,56021,64348,5798,50133,64822,5798,246920
5120,4790,7311,7454.5,6921,9983,7406.5,43866
1478,8140.405,11883,20020.5,6111.925,11929,20020.5,78105.33
6971,4169.519,7892.734,15774.1515,11543.534,9011.739,15764.1515,64155.829
2326,29195,27895,4655.5,28043,27967,4655.5,122411
1356,2652,96,467.5,2626,103,467.5,6412
7309,244213,746658,63540.5,233411,734231,63540.5,2085594
5376,134926.02,232409.268,585841.0405,102326.041,249178.312,571430.5405,1876111.222
1826,591387,1290966,225278.5,603172,1297263,225278.5,4233345
1077,73373,149980,53410,76145,150571,53410,556889
5068,25339.794,37364.128,115166.3885,19018.962,43520.219,115166.3885,355575.88
7946,3357,1154,271,2698,1153,271,8904
5262,4002,5009,5560,6254,5171,5560,31556
5476,7299,13243,14092,8416,13935,14092,71077
4689,3612,4617,2041.5,3219,4884,2041.5,20415
1904,12101,60911,11972.5,11763,62602,11972.5,171322
6020,39852.316,41428,185967.648,29679.316,42282,185004.148,524213.428
8725,13495,32034,0,11226,32210,0,88965
7451,38564,27273,122379,29551,27247,120315,365329
5310,1749,2104,4992.5,1620,4790,4982.5,20238
4641,14531,13302,7806,13207,13381,7806,70033
2258,39353,55659,1283.5,37014,58367,1283.5,192960
2964,1,8,0,1,8,0,18
3219,18918,8949,31848.5,20189,8952,31848.5,120705
2907,24574,57206,17266,24283,58725,17266,199320
2908,3360,10003,1648,3773,9239,1648,29671
4533,28907,33758,5008.5,27384,33778,5008.5,133844
5021,2055,2733,3309.5,2420,2925,3309.5,16752
2281,118332,176014,56478.5,121899,174604,56478.5,703806
5122,219496.13,440338.569,974092.1925,161200.012,472170.183,966619.1925,3233916.279
2259,5903,8322,1353,5841,8615,1353,31387
2247,67662,100897,2746,67275,110431,2746,351757
5071,27073,58412,100837,20681,65740,100735.5,373478.5
7273,12866,16374,80,14609,16371,80,60380
7274,3277,2321,5,3656,2871,5,12135
8309,35825,17575,8847,39020,16763,8847,126877
2157,16863,9071,1149.5,21748,9099,1149.5,59080
5526,4796,6477,25780.5,4469,7839,25780.5,75142
2090,33207,94914,3786,31858,94420,3786,261971
3115,329853,985384,324681,316384,994985,324581.5,3275868.5
5602,34115,61135,87245,22588,72353,86458.5,363894.5
5377,68448,171605,277017,52030,180577,276749,1026426
3087,1853044,5591466,4213066,1893010,5456895,4212800.5,23220281.5
5224,63338,134031,279867,55278,145787,279856.5,958157.5
2387,13884,7017,3237,12743,7031,3237,47149
3427,25075,108569,20580.5,24289,108453,20580.5,307547
9657,38646,27094,10317.5,36652,27113,10317.5,150140
9683,528016,412206,539748,524578,412380,539748,2956676
9664,4278,2868,1249.5,5549,2870,1249.5,18064
6021,59056.331,69271.7,248845.818,30964.708,70758.7,248247.318,727144.575
3036,41952,61126,68242.5,40729,63490,68242.5,343782
8479,22903,17091,15813,25341,18764,15813,115725
4250,714,519,0,697,464,0,2394
3524,14523,14760,624,15124,14856,624,60511
2402,14346,22173,3005,13139,22394,3005,78062
2967,2,3,0,3,3,0,11
1561,2994,8208,3958,2629,9663,3958,31410
5882,18904,17812,21214,18881,18001,21214,116026
3246,315,189,1031.5,453,193,1031.5,3213
9917,303552,157071,223958.5,283294,157038,223958.5,1348872
2032,2211,333,543.5,1789,334,543.5,5754
3213,2252,696,1637,2460,697,1637,9379
2916,2343,5235,1091.5,2064,5573,1091.5,17398
9775,20063,15222,114709.5,21798,15224,114709.5,301726
1687,1059,38,618.5,1265,41,618.5,3640
5423,89896.284,180597.369,627419.267,61120.855,184338.115,627419.267,1770791.157
7685,464,52,100.5,192,52,100.5,961
2403,4337,7646,2403,3794,8013,2403,28596
4140,9663,14038,3335.5,9703,14037,3335.5,54112
4101,3199,5615,41,3506,5665,41,18067
4102,4538,7764,116.5,4402,7718,116.5,24655
4129,811,841,15,750,840,15,3272
3863,47022,77233,36773,51423,77247,36773,326471
3851,22671,39744,10380,23984,39739,10380,146898
2978,0,2,0,0,2,0,4
4021,13791,30588,15833,12823,30594,15833,119462
5072,60608.069,104702.089,268865.8865,20133.416,97077.089,265586.3865,816972.936
5378,17340.007,26195.182,39751.8125,27738.004,47031.182,39567.3125,197623.5
4335,1214,1464,56.5,1371,1501,56.5,5663
6634,15571,29448,2217.5,16161,29128,2217.5,94743
1195,14755,4470,12711,15980,4490,12711,65117
2494,1127,2280,832.5,1255,2321,832.5,8648
3499,16105,11927,258.5,16224,11912,258.5,56685
3992,3004,8006,917,3748,7994,917,24586
4473,2079,3260,17240.5,2054,3276,17240.5,45150
2102,27435,73161,4597,28234,72962,4597,210986
3525,11814,7625,79.5,11847,7647,79.5,39092
4463,382,513,0,377,530,0,1802
5477,2351,6554,8039,2358,7745,8039,35086
3944,1833,2938,502.5,2082,2941,502.5,10799
4254,223,168,92,278,192,92,1045
2433,7302,961,353,8184,960,353,18113
3526,49642,146824,2584.5,46037,146313,2584.5,393985
3528,3702,1435,168,4312,1439,168,11224
1128,26779,44120,1477,31508,43811,1477,149172
4887,6067,13150,5869.5,5999,14745,5869.5,51700
8805,55967,138730,38435.5,58918,138568,38435.5,469054
6133,208814,769521,438644.5,205545,770588,438644.5,2831757
5657,70820,168086,207730.5,65389,175429,207490.5,894945
5123,117126.161,154961.486,603322.1175,89219.254,169153.491,602759.6175,1736542.127
5461,10469,22831,11796,11205,23297,11796,91394
5462,282,238,192,279,316,192,1499
3062,9863,16154,23402,10737,16166,23402,99724
3214,8,17,0,19,18,0,62
5757,1603,461,905,1206,423,905,5503
8801,7946,17221,56.5,8160,17185,56.5,50625
7452,84766,96423,281765,68071,98152,271215.5,900392.5
2752,2195,1985,381,2766,2056,381,9764
8670,2677,1268,0,2595,1270,0,7810
5225,3848,8202,30130,3039,10626,30130,85975
2308,3087,4260,299,3137,4282,299,15364
5332,2877,7331,20590,2384,9652,20590,63424
5208,51255.113,67602.111,177619.208,31569.194,74743.111,175033.708,577822.445
3580,179983,461442,31302,176412,460193,31302,1340634
5885,27499,47066,37649.5,27645,47914,37649.5,225423
5455,28720,155585,92719,27116,162154,92517.5,558811.5
1078,1039,499,35.5,1150,624,35.5,3383
9820,33568,19856,13028.5,44256,19864,13028.5,143601
9804,13582,13938,4212.5,17989,13942,4212.5,67876
9821,28355,28085,17350.5,36084,28090,17350.5,155315
9623,31194,19362,20283,35664,19368,20283,146154
9936,52283,53716,68758,58622,53705,68758,355842
3422,5274,9872,1593.5,5089,9872,1593.5,33294
6819,17505.446,11194.072,21338.9325,13514.227,11263.072,21308.9325,96124.682
4251,652,277,0,659,248,0,1836
8540,14,29,0,31,47,0,121
8548,22324,16426,194.5,22981,16278,194.5,78398
8541,11243,6706,135,9259,6661,135,34139
4023,4978,10890,3670.5,3472,10887,3670.5,37568
3850,15915,18463,5938,16132,18471,5938,80857
2459,1261,87,0,1822,89,0,3259
3744,5323,5928,2750,6084,5946,2750,28781
3904,68470,159857,44627,68563,159911,44627,546055
5883,100743,284970,83291.5,99092,282897,83291.5,934285
8254,9377,6350,10538.5,8765,6644,10538.5,52213
9667,66120,61519,43462.5,65607,61521,43462.5,341692
2198,39228,56208,5580.5,37147,48201,5580.5,191945
4181,39040,74618,14179,41443,74448,14179,257907
5928,25986,38111,22737,26740,41541,22737,177852
3870,22227,53564,14266.5,23281,53570,14266.5,181175
4313,9291,11929,15690,9684,11746,15690,74030
8860,2762,411,697.5,2756,415,697.5,7739
5276,45667,89233,99400,44050,90113,99370,467833
5537,230000,728572,209221.5,246759,758875,209216.5,2382644
5829,150,108,148.5,170,110,148.5,835
5540,73259,133670,28971,56587,107785,28971,429243
9958,6586,4372,2665.5,8057,4372,2665.5,28718
6022,192329,193429,303799,178369,193946,302971.5,1364843.5
2671,43333,66348,18121,41666,66250,18121,253839
2874,28190,32646,10345.5,28957,32772,10345.5,143256
1346,615,673,815.5,697,670,815.5,4286
2337,16880,22629,425,16093,23109,425,79561
2521,27695,87305,14826.5,30936,87213,14826.5,262802
2875,7288,6703,3729,8924,6720,3729,37093
2753,479399,746406,146731.5,465199,747090,146731.5,2731557
5285,35986,61441,87178.5,30245,61425,87109,363384.5
9366,14015,9774,14984.5,17948,9774,14984.5,81480
2884,0,1,0,0,1,0,2
9543,55510,42686,28078,56631,42693,28078,253676
9544,38460,21022,2822,44459,21020,2822,130605
9808,3838,3786,1149,5559,3893,1149,19374
3055,45523,87059,80556,44197,87131,80556,425022
7419,7343,26835,75858,9488,29270,75589.5,224383.5
7509,27036,15292,9208,22666,15288,9208,98698
5468,17198,55134,78051.5,14834,61618,78046.5,304882
7453,29609,23367,87947.5,26504,23349,82915.5,273692
5379,114016.52,281279.26,474269.238,74523.385,302049.656,473108.238,1719246.297
5430,25116.336,35467,115628.239,13558.336,40273,114908.239,344951.15
5603,281680.967,510619.727,1852971.884,259377.43,521746.248,1816975.384,5243371.64
4314,4425,9093,18200.5,4089,9008,18200.5,63016
4185,5908,10510,4874,6475,10505,4874,43146
3994,2960,8875,1996.5,3722,8872,1996.5,28422
5176,21969,39375,14665,25187,42215,14665,158076
9822,71677,66718,55000,80559,66723,55000,395677
1419,48391.781,245280.564,685937.0315,57955.233,244689.465,685937.0315,1968191.106
5424,28594.203,38282.31,101357.478,13950.827,39677.31,101357.478,323219.606
5596,29733.423,29585.502,73711.198,38753.168,29921.571,73711.198,275416.06
3531,211,216,0,152,210,0,789
6242,3712,866,405.5,3888,960,405.5,10237
1546,65943,127318,230216,58803,134312,230003,846595
3118,3757,5353,9860,6250,6690,9860,41770
3874,34477,35126,21363,32664,35121,21363,180114
2404,6361,4076,475.5,6073,4029,475.5,21490
7454,44928.542,35220.245,276079.439,38736.147,32671.324,255641.439,683277.136
5177,102596,220441,522981,95702,241181,522981,1705882
2296,29606,44968,4515.5,25733,40049,4515.5,149387
5023,44163,125775,107365,40663,125851,107365,551182
2734,6965,6981,3770.5,5624,7121,3770.5,34232
8834,4470,1644,0,3989,1633,0,11736
6361,373,12,36,242,12,36,711
1999,3917,2320,1251.5,4335,2331,1251.5,15406
5083,8615,7318.002,37971.4475,5332.07,9175.002,37049.4475,105460.969
8519,2826,1877,0,3368,1801,0,9872
8031,292,9,0,200,5,0,506
6884,69500,210649,667809.5,58285,224926,645089.5,1876259
5569,210883.258,346332.555,631848.6865,131685.819,359763.716,609475.1865,2289989.221
3149,1223074,2227109,1608328.5,1190340,2217315,1606626.5,10072793
3160,1467,1504,7746.5,2866,1016,7746.5,22346
6967,14207.581,17877.572,89639.836,8548.623,21219.508,89493.836,240986.956
5912,2294,879,2858.5,2450,891,2858.5,12231
7932,174,5,164.5,118,5,164.5,631
7950,42117,68873,13929,48283,68908,13929,256039
7974,20610,19469,10518,22085,19475,10518,102675
2979,7112,17575,6745.5,7379,17747,6745.5,63304
2857,7,9,0,9,9,0,34
1208,73715,157258,57858,67086,157870,57858,571645
5478,222407,585736,529888.5,214949,602347,528555,2683882.5
3247,11405,2861,3445.5,12170,2863,3445.5,36190
3530,32470,54774,349.5,32211,54478,349.5,174632
5431,9920.034,11908.167,42015.869,5051.034,13187.167,42005.369,124087.64
7316,6561,7170,1324,7496,7182,1324,31057
5480,52430,77338,139046,52676,78990,138592.5,539072.5
9867,18908,16197,5174,18307,16200,5174,79960
6511,41398,47671,16342.5,41397,47782,16342.5,210933
3906,9457,17599,4866,10875,17605,4866,65268
2544,1255,1566,3936,1637,1570,3936,13900
2461,53913,198106,21907,53790,197641,21907,547264
4027,6561,19142,6471.5,5740,19148,6471.5,63534
2106,4591,1448,0,4454,1450,0,11943
2131,13145,21262,25.5,10997,18090,25.5,63545
5570,1188106.201,1158773.477,1258140.937,540520.865,1165670.446,1210925.937,6522137.863
5432,11766.167,20039.5,73349.837,9271.167,23748,73313.337,211488.008
1538,754,1851,1201,494,1961,1201,7462
7510,5913,3897,2208.5,6482,3905,2208.5,24614
2580,10959,9358,2441.5,10768,9387,2441.5,45355
5226,10214,28615,64627.5,9007,31669,64627.5,208760
2261,14319,30868,262.5,14789,31189,262.5,91690
2924,61658,134590,24793,60617,140803,24793,447254
3532,101,142,0,167,144,0,554
5203,43377,158204,57078.5,40999,164413,56969,521040.5
6885,24772,86299,179596.5,26194,89963,171555.5,578380
2189,56408,117433,3103.5,48773,98909,3103.5,327730
8671,775,264,0,691,264,0,1994
6353,2399,576,660,2497,581,660,7373
2444,256,40,0,209,39,0,544
6886,313207.091,572270.703,1415734.3795,296646.562,547003.561,1283787.8795,4428650.176
2833,23707,44163,17315,20928,46263,17315,169691
5943,26367,42513,22041.5,30701,43332,22041.5,186996
1962,4247,2874,1440,3570,2874,1440,16445
2722,8464,3521,1797.5,8925,3519,1797.5,28024
2873,9902,14768,7264.5,8591,15156,7264.5,62946
9190,9204,6869,20910,12935,6980,20910,77808
6676,59528,99190,15145.5,68064,98566,15145.5,355639
7297,1326,560,53.5,1159,563,53.5,3715
5658,8736,9786,11475,10023,10361,11475,61856
4606,38280,31080,4435,38584,31442,4435,148256
8835,1028,319,0,957,321,0,2625
6829,10365,9235,20183.5,12059,9650,20002.5,81495
6090,68070,133975,196194,66271,142436,196173.5,803119.5
4477,4449,9618,748.5,5256,9670,748.5,30490
2315,3246,3992,492.5,3636,3950,492.5,15809
1087,114388,207459,119489.5,119152,206462,119489.5,886440
1135,11771,29238,10119,11352,30000,10119,102599
1084,648,1476,1435,863,1779,1435,7636
2291,53902,132989,8323,52374,132327,8323,388238
2294,52248,37913,7949.5,44854,37869,7949.5,188783
6327,22049,1125,16401,23239,1157,16401,80372
8174,637,540,0,712,540,0,2429
9787,92059,63205,57904.5,93064,63203,57904.5,427340
5542,101292,59659,21810,110437,58712,21810,373720
5541,52359,6787,20445,37920,6390,20445,144346
5543,31568,3600,18855,31600,3571,18855,108049
2977,3597,6289,582,2895,7186,582,21131
5024,15003,71266,16766,15555,72999,16766,208355
6820,26791,20725,53085,32338,21022,52512,206473
2809,1,0,0,1,0,0,2
2798,10466,18283,6477,16573,8155,6477,66431
2794,66848,145280,32744,74568,125736,32744,477920
5380,8448,8126,16570.5,11607,9406,16570.5,70728
7318,645,388,234.5,746,565,234.5,2813
5663,120964,342821,118267,119190,349167,118267,1168676
8561,74771,63111,7204,78245,60439,7204,290974
3587,9340,4348,1050,9190,4347,1050,29325
7951,41875,42171,15215,32976,42223,15215,189675
9547,57578,56824,25828.5,65134,56831,25828.5,288024
8033,1193,979,753,903,978,753,5559
2673,529,13,176,674,12,176,1580
8358,24221,20444,1226.5,25704,19511,1226.5,92333
1261,23866,18598,12640,25864,18704,12640,112312
5433,35221.395,75011.5,180623.5625,21592.395,78000,180369.5625,570818.415
2249,58233,44099,693.5,43766,48490,693.5,195975
5646,12866,19476,18033,16052,21968,18033,106428
5025,8777,18564,37286.5,7965,20492,37286.5,130371
5525,66110,9481,17472.5,68966,9300,17472.5,188802
3584,418,336,0,414,336,0,1504
1149,46417,73725,11064,47122,73463,11064,262855
5026,13715,30833,80530.5,14478,30358,80530.5,250445
6172,20789,43629,63752,19744,49062,63481,260457
2388,11166,10045,3290,11026,10349,3290,49166
9549,1529,4831,159,1909,4843,159,13430
4270,3034,8310,1193.5,4046,8308,1193.5,26085
4108,509,997,0,710,1001,0,3217
3056,2970,3333,5497.5,6698,3345,5497.5,27341
6806,36484,38313,111649,40152,39522,111649,377769
6328,10494,847,1662,11943,846,1662,27454
7224,12651,16616,1745.5,13687,16631,1745.5,63076
8185,118604,197583,31619,115411,197272,31619,692108
8672,65,53,0,64,54,0,236
9996,58414,37694,24343.5,56695,37694,24343.5,239184
6456,33732,59410,10669,34707,59484,10669,208671
3254,8248,1329,1561.5,8251,1328,1561.5,22279
7641,41313,37364,1619,33866,25827,1619,141608
5333,23035,87931,76568,21901,90069,76568,376072
2250,36314,73715,344,26449,58045,344,195211
7814,15313,21422,5948,14653,21382,5948,84666
8178,6936,5800,5658.5,7732,5781,5658.5,37566
2003,6556,2323,5828.5,6650,2489,5828.5,29675
3061,10911,22741,20992.5,10313,22807,20992.5,108757
8201,34126,45294,76836.5,32995,48155,76836.5,314243
5434,32611.774,116966.608,149888.926,42396.593,124269.608,143748.426,609881.935
2004,17673,1495,83823.5,13947,1337,83823.5,202099
5179,3272,5898,12709.5,4168,7023,12709.5,45780
1105,86467,153210,6351.5,97193,152754,6351.5,502327
2107,50135,9146,659.5,45782,9125,659.5,115507
6893,71608.318,122830.519,394085.201,53457.085,117620.538,373863.701,1133465.362
5124,171016,484704,894702.5,138475,532936,894134,3115967.5
3205,15569,2147,4375.5,14406,2153,4375.5,43026
3679,9241,6806,11627,10626,6801,11627,56728
5638,7563,5313,16868,7086,5794,16868,59492
5529,101710,21435,18754.5,101281,20799,18754.5,282734
2925,25057,52710,15259,22180,55573,15259,186038
5929,5452,4578,10709,5146,4971,10709,41565
9823,16815,11191,54289.5,20847,11197,54289.5,168629
5184,45225,130731,52676.5,43293,136587,52676.5,461189
6691,565423,1142021,137983.5,561503,1145113,137983.5,3690027
7043,13233,11569,19484.5,14560,12218,19484.5,90549
6888,155214,304291,760184,122939,326584,731802.5,2401014.5
1178,19017,6240,31841,23153,6295,31841,118387
5186,7608,13532,11619,7658,15211,11619,67247
8448,7283,7114,233.5,7013,6544,233.5,28421
5605,26488,72992,54326.5,18824,77635,52945.5,303211
7044,2072,4777,8430,3904,5412,8430,33025
5835,9835,48817,3771,8878,49797,3771,124869
8257,2994,179,1964,3339,179,1964,10619
7319,14275,28162,721,14430,28191,721,86500
9903,95393,60554,147315.5,93846,60552,147315.5,604976
9552,2323,2551,585.5,3203,2553,585.5,11801
4619,13266,9702,8146,12921,10034,8146,62215
7893,11895,5032,764,12128,5034,764,35617
3150,8477,15021,11623,9371,18399,11623,74514
8347,138644,122855,9941,135620,120517,9941,537518
7073,244,119,0,195,119,0,677
3009,389,474,895,628,499,895,3780
1595,7392,15747,1459.5,6431,15438,1459.5,47927
3206,13070,1687,3488.5,12603,1693,3488.5,36030
6570,1883,748,696.5,1919,747,696.5,6690
4526,33406,37401,6061.5,32499,37505,6061.5,152934
7455,22055,54362,74357,21073,57039,73898.5,302784.5
5930,4815,4060,4291,5438,4672,4291,27567
5074,1146,3056,3352,1777,5694,3352,18377
5277,61493,235652,152537.5,54275,244280,152537.5,900775
5084,54415.024,78931.04,369142.093,53480.122,86225.04,364955.093,1007148.412
2546,51354,26348,5539.5,51490,26691,5539.5,166962
9739,18209,22307,12653,19865,22314,12653,108001
4387,128920,387989,86144.5,122413,387046,86144.5,1198657
5125,148390.039,195952.185,681094.389,103057.225,219851.223,680928.389,2029273.45
1902,25465,3833,7557.5,22719,3842,7557.5,70974
2000,746,399,847,680,400,847,3919
6782,3588,6686,180.5,4163,6886,180.5,21684
6972,36151.379,33800.563,58127.811,26949.466,32756.574,57524.811,245310.604
1968,7042,7387,3703,8179,7437,3703,37451
6932,8957.97,11639.024,20880.3395,8123.511,10991.024,20880.3395,81472.208
1845,65,0,186.5,73,0,186.5,511
1849,16,3,0,17,3,0,39
9988,146284,111792,81536,124693,111790,81536,657631
5187,134473,300645,369137,125556,305859,369090.5,1604760.5
6265,37922,98880,39052,36046,98646,39052,349598
4217,5892,6922,862.5,7875,6921,862.5,29335
2728,143956,77839,57870,142379,77408,57870,557322
5154,20163.032,24062.075,93103.055,27118.252,29569.075,90539.555,284555.044
8450,24154,19025,1911,24113,17445,1911,88559
9236,4494,1119,2194.5,5020,1122,2194.5,16144
6362,46437,34574,105062.5,46198,34759,105062.5,372093
8179,930,831,0,816,831,0,3408
3172,405857,849564,552143.5,393157,858191,543356,3602268.5
4530,7628,12647,283.5,8528,12642,283.5,42012
5494,853,197,0,1010,198,0,2258
1114,18846,18899,1808.5,20785,19523,1808.5,81670
1150,16964,22217,4907,19397,22242,4907,90634
4534,0,1,0,0,1,0,2
5382,7675.18,12878.042,33694.5,4926.228,15261.042,33625.5,108060.492
2660,10539,17451,3441,10134,19345,3441,64351
8036,751,9,130.5,972,9,130.5,2002
5189,23631,45257,24712,26167,53995,24712,198474
5185,1908,3931,4159.5,2044,4663,4159.5,20865
5126,5205,10644,17087.5,3776,12384,17087.5,66184
4527,73447,110754,18057,71933,111014,18057,403262
7320,1665,2090,306,1636,2222,306,8225
1452,7696.414,11034.014,36088.779,10569.958,11270.023,35035.279,111694.467
7953,1315,28,56,802,27,56,2284
5425,26636.585,17812.399,116033.096,23408.296,22194.399,116005.596,322090.371
5410,48521.175,61366.105,218991.658,42256.563,59604.105,218801.158,649540.764
8355,32227,62209,14691.5,29701,61455,14691.5,214975
3138,176.089,441,2119.4675,131.521,1514,2119.4675,6501.545
9318,88158,22150,54726,102166,22241,54726,344167
1451,9840.47,10575.281,27760.1675,10615.332,10750.319,27760.1675,97301.737
1453,15886.766,28743.144,46078.1055,9995.438,30433.144,43061.1055,174197.703
5292,6606.95,4548.178,3636.95,3035.535,6275.193,3569.95,27672.756
8142,12648,5404,10471.5,11604,5417,10471.5,56016
7404,8785.708,7844.21,27187.4625,11443.993,7997.975,27187.4625,90446.811
1949,7712,12361,4093.5,7936,12386,4093.5,48582
3187,49042.642,136685.098,183802.0315,38091.227,140589.088,165350.0315,713560.118
5922,100950,193466,162201.5,94607,190020,162201.5,903446
5932,360241,970620,369630.5,350471,976738,369630.5,3397331
5263,20671,32809,24737.5,21883,34336,24737.5,159174
6947,39179.479,38799.867,38636.0115,35380.381,36956.867,38583.5115,227536.117
5339,507,1830,608,752,1916,608,6221
7456,155455,588491,223770,164338,601708,222435.5,1956197.5
7457,22528,42557,163909.5,21521,43492,161745,455752.5
7420,71247,176079,219796,26249,171613,215308,880292
6890,4400,17457,36666.5,3694,18985,36666.5,117869
2262,161132,469430,12056.5,168946,474753,12056.5,1298374
5286,20441,72035,24804,18992,76595,24804,237671
8527,29230,30383,1270.5,28874,29381,1270.5,120409
6388,18074,40334,12334,18645,40374,12334,142095
8836,1411,686,0,1369,690,0,4156
2199,41518,49649,1617.5,41150,50974,1617.5,186526
1699,4809,725,1754.5,4718,742,1754.5,14503
7379,227,19,0,154,18,0,418
4535,15389,17777,792.5,15116,17787,792.5,67654
9997,35272,18873,15564,46330,18872,15564,150475
9175,528,92,0,396,92,0,1108
2666,2975,2663,581,2846,2655,581,12301
1548,364497,895529,1069022,323335,903462,1067487,4623332
1562,15337,52685,13869,14575,56167,13869,166502
3252,1035,92,554,1596,91,554,3922
2672,25715,35015,5509,25267,35556,5509,132571
3534,44992,67657,1488,46142,67265,1488,229032
2002,6530,2228,2994.5,7990,2486,2994.5,25223
3590,493,42,45,502,42,45,1169
3592,1480,1071,77.5,1242,1071,77.5,5019
3536,375,481,0,541,482,0,1879
5914,23683,23327,23213.5,24411,23799,23213.5,141647
3537,11637,16773,330,11501,16772,330,57343
3586,7401,4585,831.5,8148,4588,831.5,26385
2341,67375,119558,3431,70369,120242,3431,384406
2340,27612,36375,6654.5,28432,36447,6654.5,142175
5290,6713,5888.05,4942.336,3025.002,9144.05,4911.336,34623.774
3538,30232,51606,1386,29068,51498,1386,165176
5751,4345,6148,2305,4919,6151,2305,26173
6973,39568.255,37438.671,202151.7695,24868.267,36492.856,199998.7695,540518.588
5059,24670.975,21536.344,103414.84,18315.779,22091.358,103404.34,293433.636
3572,216,157,5,250,156,5,789
5239,60482,133073,46420.5,51387,128671,46420.5,466454
