NLC," Entries Standard  ",Entries Reduced,"Entries Seasons ",Exits Standard," Exits Reduced",Exits Seasons,Total Entries and Exits
9366,15884,7842,10421,18943,7842,10421,71353
2884,5,3,0,6,3,0,17
9544,7623,17613,1664,16651,17663,1664,62878
9543,59280,43749,23203,58462,43771,23203,251668
9808,4575,3751,1238,6323,3752,1238,20877
3055,40525,76166,73469,38923,76321,73469,378873
7419,7447,24723,62978,8766,26837,62978,193729
7509,26436,12298,7785,22622,12299,7785,89225
5468,14593,53363,82804,11863,59980,82804,305407
7453,28110,20701,70559,29408,20878,70559,240215
5379,93625,249825,387021,55726,270659,387021,1443877
5430,22846,33491,100831,10472,37698,100831,306169
5603,213993,354974,749940,163985,366766,749940,2599598
4314,4514,10278,19554,3682,10388,19554,67970
4185,5915,10532,3890,6646,10534,3890,41407
3994,3017,9151,1837,3667,9157,1837,28666
5176,17746,32084,16372,21069,34334,16372,137977
9822,66158,58622,29032,74079,58624,29032,315547
1419,35705,228710,576190,42507,227621,576190,1686923
5424,20832,31723,64081,7605,33912,64081,222234
5596,18074,15975,4788,15075,16202,4788,74902
3531,286,208,0,259,207,0,960
2631,0,1,0,0,1,0,2
6242,4160,658,345,4253,659,345,10420
1546,36373,99690,191888,29972,109561,191888,659372
3118,3050,5236,9954,5144,6651,9954,39989
3874,30791,40460,21701,29295,40425,21701,184373
2404,6301,4245,576,6426,4213,576,22337
5177,78738,209265,508524,69935,225241,508524,1600227
7454,42002,32584,227035,39224,31982,227035,599862
2296,29085,46024,3898,24377,43816,3898,151098
5023,40273,153974,98133,39316,150641,98133,580470
2734,8638,9720,2320,6789,9803,2320,39590
8834,4802,1502,0,4134,1509,0,11947
6361,662,5,31,783,5,31,1517
1999,4071,2174,439,4279,2191,439,13593
5083,8650,5618,30880,4048,8505,30880,88581
8519,2667,1339,0,3196,1262,0,8464
8031,275,12,0,274,4,0,565
6884,64200,191458,621241,53759,204211,621241,1756110
5569,178609,323408,424422,105402,337711,424422,1793974
3149,1137171,2104263,1511682,1094196,2095855,1511682,9454849
3160,1622,1955,15440,3244,1435,15440,39136
6967,11069,13221,59463,6812,16247,59463,166275
5912,2288,1066,3437,2731,1063,3437,14022
7932,110,12,237,111,12,237,719
7950,41525,65770,13880,46984,65835,13880,247874
7974,19200,18374,9187,19597,18383,9187,93928
2979,7609,17999,5577,7773,17819,5577,62354
2857,2,10,0,9,10,0,31
1208,73854,145827,10855,67298,146128,10855,454817
5478,186639,536960,468121,175908,546050,468121,2381799
3247,11264,2842,3105,12222,2840,3105,35378
3530,30920,52386,31,30945,52335,31,166648
5431,10126,10069,37576,4842,11269,37576,111458
7316,10042,3655,763,11002,3645,763,29870
5480,45305,70234,130246,44077,73520,130246,493628
9867,19583,15915,2358,18723,15916,2358,74853
6511,38438,44121,16212,39097,44200,16212,198280
3906,8886,19129,4832,10135,19132,4832,66946
2544,1379,1697,3430,1917,1699,3430,13552
2461,53949,207048,19269,53505,206675,19269,559715
4027,5953,20558,5845,5095,20570,5845,63866
2106,4233,695,0,4080,698,0,9706
2131,13362,20959,95,13740,21587,95,69838
5570,555670,1041575,743515,352026,1043356,743515,4479657
5432,10769,18730,65534,8055,21706,65534,190328
1538,724,2429,1634,472,2595,1634,9488
7510,5557,3149,2667,6108,3153,2667,23301
2580,11306,9258,2068,10476,9316,2068,44492
5226,9791,27864,63512,7920,31188,63512,203787
2261,14752,27801,257,14211,28830,257,86108
2924,62360,146712,25747,61441,152676,25747,474683
3532,82,125,0,118,125,0,450
5203,30479,141420,49776,27962,146111,49776,445524
6885,22915,76059,154380,23338,79733,154380,510805
2189,57247,113023,3110,51596,102688,3110,330774
8671,778,231,0,711,232,0,1952
6353,2814,610,460,2836,613,460,7793
2444,361,45,444,416,45,444,1755
6886,296071,518069,983635,268300,503055,983635,3552765
2833,24738,44459,15434,21798,46085,15434,167948
5943,24551,41041,20545,28391,41933,20545,177006
1962,3701,2470,1203,2923,2469,1203,13969
2722,7845,4231,1335,8292,4238,1335,27276
2873,10123,13407,7296,8641,13424,7296,60187
9190,10032,6291,20184,13542,6309,20184,76542
6676,59543,97995,17277,67527,97282,17277,356901
7297,846,445,0,884,445,0,2620
5658,7029,8132,10561,9044,8753,10561,54080
4606,31335,26900,2792,32581,27287,2792,123687
8835,1048,378,0,1011,378,0,2815
6829,9533,9359,22309,8746,10415,22309,82671
6090,63222,119771,171932,59720,125602,171932,712179
4477,4710,10372,545,5423,10482,545,32077
2315,3146,3955,637,3605,3940,637,15920
1087,107508,196377,83931,110761,195090,83931,777598
1084,342,329,139,476,436,139,1861
1135,10337,27041,153,7953,27050,153,72687
2291,50804,128274,7984,51058,127742,7984,373846
2294,44824,39951,6640,41158,40040,6640,179253
6327,21022,1035,3219,23031,1048,3219,52574
8174,635,527,0,838,527,0,2527
9787,94810,61542,24590,96470,61542,24590,363544
5542,106883,57582,19668,116237,56588,19668,376626
5541,50442,6561,21492,36034,6110,21492,142131
5543,30475,2852,13974,30269,2828,13974,94372
2977,4228,5547,797,3518,6030,797,20917
5024,11692,75154,20031,11480,76630,20031,215018
6820,31564,21862,46041,29275,23265,46041,198048
2809,0,4,0,0,4,0,8
2794,69929,159047,36164,75707,141907,36164,518918
2798,9920,14902,6478,14310,6935,6478,59023
5380,5611,4905,18748,9048,6381,18748,63441
7318,632,379,10,666,431,10,2128
5663,111252,325312,113309,109161,330541,113309,1102884
8561,67562,55806,4782,66576,52865,4782,252373
3587,9725,3997,1085,9657,4010,1085,29559
7951,38400,39031,12332,30615,39061,12332,171771
9547,59418,59890,12506,68211,59885,12506,272416
8033,1167,1159,945,802,1159,945,6177
2673,200,15,170,220,14,170,789
8358,23038,18563,784,23178,17714,784,84061
1261,21774,16579,10312,23599,16656,10312,99232
5433,31257,70505,158837,15795,73087,158837,508318
2249,56823,37413,1288,48629,58466,1288,203907
5646,12192,18829,22508,14950,21413,22508,112400
5025,8435,17657,36176,7968,19574,36176,125986
5525,65753,9327,19300,69202,9206,19300,192088
3584,422,279,0,542,279,0,1522
1149,39497,66709,2896,41801,66312,2896,220111
5026,12925,33666,69828,14287,33791,69828,234325
6172,17165,37328,57809,16655,41862,57809,228628
2388,11552,10394,3732,11235,10595,3732,51240
9549,1659,3843,201,1704,3846,201,11454
4270,3171,8569,803,3837,8565,803,25748
4108,430,992,33,604,992,33,3084
3056,2415,2893,4921,6944,2913,4921,25007
6806,29141,31764,106255,27865,36729,106255,338009
6328,11267,713,1640,12837,714,1640,28811
7224,11676,17003,888,12313,17017,888,59785
8185,117457,205205,31329,113153,205344,31329,703817
8672,183,66,0,184,66,0,499
9996,59993,32211,14794,57721,32210,14794,211723
6456,33112,57870,9929,33770,57931,9929,202541
3254,8745,1595,1188,9132,1592,1188,23440
7641,26910,31463,1073,33977,20303,1073,114799
5333,21273,87252,77672,17475,90305,77672,371649
2250,35267,68475,79,29297,63786,79,196983
7814,16713,15472,5322,15696,15424,5322,73949
8178,6679,5977,4422,7485,5981,4422,34966
2003,6352,2158,5068,6762,2258,5068,27666
8007,2990,2718,736,3066,2745,736,12991
3061,9147,19891,17896,10042,19951,17896,94823
8201,34494,43084,72555,35773,43473,72555,301934
5434,25295,106336,99669,25692,113072,99669,469733
2004,16594,1378,90195,13494,1272,90195,213128
5179,2570,5380,13532,3463,6729,13532,45206
1105,76716,157942,3582,86666,157703,3582,486191
2107,51722,8064,586,45937,8035,586,114930
6893,63807,97708,284897,46754,97677,284897,875740
5124,149432,463282,852846,116134,500240,852846,2934780
3205,16359,2387,2069,15372,2381,2069,40637
3679,9511,6749,14966,10995,6755,14966,63942
5638,5451,4693,18425,5690,4989,18425,57673
5529,102977,21447,17413,102083,20711,17413,282044
2925,32146,63557,19402,30924,66168,19402,231599
5929,6167,4449,10190,5731,4876,10190,41603
9823,17181,10340,54931,20502,10340,54931,168225
5184,38600,119257,53353,34768,125283,53353,424614
6663,100973,382675,15561,96609,383565,15561,994944
6691,538031,1087681,140222,533645,1094284,140222,3534085
7043,10314,11853,18653,11215,12443,18653,83131
6888,146635,276773,688305,111493,297161,688305,2208672
1178,19337,5622,18750,24310,5648,18750,92417
5186,7350,13607,10041,6969,15947,10041,63955
8448,7377,6644,260,6855,6304,260,27700
5605,23958,67079,48154,17443,71097,48154,275885
7044,2721,4924,8470,4274,5518,8470,34377
5835,9851,47740,4146,8787,48605,4146,123275
8257,3314,232,1714,3567,232,1714,10773
7319,13781,22256,427,13487,22279,427,72657
9903,94930,53898,124520,91449,53901,124520,543218
9552,2330,1856,394,2972,1856,394,9802
4619,14734,10393,6406,14406,10701,6406,63046
7893,11124,5153,782,12205,5152,782,35198
3150,9334,14544,11692,9601,18086,11692,74949
8347,123914,106972,9056,124875,104089,9056,477962
7073,188,63,0,159,68,0,478
3009,372,707,395,575,720,395,3164
3206,12103,2033,1811,11523,2042,1811,31323
6570,2343,830,868,2387,830,868,8126
4526,31679,35172,2502,31321,35438,2502,138614
7455,20139,54749,62733,18834,58003,62733,277191
5930,4215,4129,3740,4762,4753,3740,25339
5277,57321,239327,160593,47733,248229,160593,913796
5074,675,3047,3359,692,6223,3359,17355
5084,44864,75186,289905,31836,84601,289905,816297
2546,48435,26097,4408,49333,26548,4408,159229
9739,18994,23058,3618,20313,23069,3618,92670
4387,124869,382083,63843,120591,382051,63843,1137280
5125,132245,190643,626722,83779,219525,626722,1879636
1902,26872,791,6092,23826,795,6092,64468
2000,844,381,1534,764,378,1534,5435
6782,3735,6566,243,3964,6748,243,21499
6972,26673,27038,42195,21267,28650,42195,188018
1968,7210,8119,3416,7841,8144,3416,38146
6932,5629,8865,5879,6714,9182,5879,42148
1845,149,3,605,180,3,605,1545
1849,5,1,0,3,1,0,10
9988,162737,119665,30211,136335,119665,30211,598824
5187,106755,280357,360124,100344,281117,360124,1488821
6265,40725,97332,18927,37852,97773,18927,311536
4217,5951,7288,1087,7247,7288,1087,29948
2728,143034,59729,49081,140896,59700,49081,501521
5154,16975,20115,85119,15512,25184,85119,248024
8450,25338,18699,2211,22057,17082,2211,87598
9236,3672,732,2259,3927,742,2259,13591
6362,47432,28293,36295,47087,28241,36295,223643
8179,976,742,0,805,742,0,3265
3172,341387,747283,421367,331958,764198,421367,3027560
4530,8156,11842,10,8893,11755,10,40666
5494,986,173,0,1038,172,0,2369
1114,19109,18457,195,19475,18921,195,76352
1150,15307,22260,405,17950,22254,405,78581
4534,2,0,0,2,0,0,4
5382,6033,10288,27295,3559,12487,27295,86957
2660,11960,19979,3906,11098,22036,3906,72885
8036,615,10,0,1022,10,0,1657
5189,23059,48323,27918,23400,57171,27918,207789
5185,1243,4143,4547,1171,4981,4547,20632
5126,4410,9342,15688,3164,11232,15688,59524
4527,70014,110295,12302,69085,110733,12302,384731
7320,2151,958,245,2403,962,245,6964
1452,5931,9292,4786,5928,9694,4786,40417
7953,823,50,21,574,50,21,1539
5425,17451,12468,35926,12506,21948,35926,136225
5410,39605,53735,180499,28889,51588,180499,534815
8355,28262,55360,12982,27984,53804,12982,191374
3138,1344,1253,1782,298,2578,1782,9037
9318,77386,19680,51801,84854,19736,51801,305258
1451,7647,5985,12455,7121,6367,12455,52030
1453,16520,29525,30179,10206,31226,30179,147835
5292,4081,2915,2791,1882,4346,2791,18806
8142,11521,5261,8578,11030,5273,8578,50241
7404,8483,6343,831,9617,6525,831,32630
1949,8122,12118,4540,8405,12194,4540,49919
3187,35000,107967,93485,29483,112461,93485,471881
5932,335645,936789,338855,327177,939248,338855,3216569
5922,83748,168031,133817,77765,165007,133817,762185
5263,16414,32618,26710,16496,35520,26710,154468
6947,31302,39591,36445,28100,39199,36445,211082
5339,409,1189,799,492,1288,799,4976
7456,154271,560741,201188,163900,576209,201188,1857497
7457,22975,43494,157276,21450,45446,157276,447917
7420,62745,151054,200581,23090,147406,200581,785457
6890,5298,17410,30453,3748,19965,30453,107327
2262,144778,463455,12002,160207,479027,12002,1271471
5286,18215,61989,28950,17957,68186,28950,224247
8527,27238,28915,1688,26080,27484,1688,113093
6388,16821,39961,13382,17341,40031,13382,140918
8836,1657,829,0,1557,835,0,4878
2199,34207,46167,1093,35686,53807,1093,172053
1699,5221,667,1752,5486,683,1752,15561
7379,239,21,0,61,22,0,343
4535,16417,17611,145,15986,17649,145,67953
9997,35441,16348,11416,48003,16348,11416,138972
9175,566,97,0,437,97,0,1197
2666,2543,2411,255,2516,2407,255,10387
1548,220209,680444,901484,198004,706832,901484,3608457
1562,14800,57375,13893,14615,59858,13893,174434
3252,1222,69,354,1854,64,354,3917
2672,23340,35413,4773,22689,35999,4773,126987
3534,43398,63526,2341,43920,63405,2341,218931
2002,7065,1879,4162,8317,2164,4162,27749
3590,563,38,137,443,39,137,1357
3592,1487,1067,45,1279,1068,45,4991
3536,439,563,0,565,564,0,2131
5914,22917,22803,22696,23799,23229,22696,138140
3537,8551,17824,471,8706,17793,471,53816
3586,8736,4515,1304,9025,4515,1304,29399
2341,61422,116499,4346,64707,118777,4346,370097
2340,26702,36808,8534,26362,37072,8534,144012
5290,4640,4117,2925,2320,7089,2925,24016
3538,30982,59386,368,28613,59157,368,178874
5751,4162,6046,2326,4301,6045,2326,25206
6973,36977,31856,92655,22670,31707,92655,308520
5059,21589,17433,76700,13138,17899,76700,223459
3572,181,176,0,204,177,0,738
5239,45405,127824,45777,41106,122228,45777,428117
6821,35168,35141,44740,33998,37741,44740,231528
5604,53347,91720,158065,35810,97584,158065,594591
5073,58175,110991,238917,49375,119140,238917,815515
2248,32375,59256,376,33540,75650,376,201573
6110,33410,78463,134393,29664,85156,134393,495479
1268,133442,244117,78224,133040,243628,78224,910675
5670,131281,305461,255202,132541,312115,255202,1391802
6528,3789,8632,2413,4523,8553,2413,30323
6287,4692,43,367,4279,50,367,9798
2983,48674,96226,58379,46260,101176,58379,409094
6968,10068,9601,12086,10882,9643,12086,64366
6140,17831,57661,16435,20385,58116,16435,186863
7458,54306,57275,222987,41351,64535,222987,663441
2159,179,14,119,426,14,119,871
6833,21037,33901,71513,18374,40803,71513,257141
6834,521334,175465,41794,523620,172931,41794,1476938
5228,28404,91427,209497,21894,99760,209497,660479
3250,24562,3583,4037,21903,3556,4037,61678
8221,30945,26934,8370,29395,26938,8370,130952
3413,4613,5018,15474,5874,5024,15474,51477
1977,3466,3084,303,4987,3091,303,15234
1043,23836,24011,46,24685,24031,46,96655
8469,65155,49564,15672,65552,49008,15672,260623
9842,24001,20394,8554,30484,20394,8554,112381
6092,275615,550343,431806,249720,564954,431806,2504244
9553,19851,15502,5731,21421,15514,5731,83750
1386,765,3316,970,665,3297,970,9983
9554,26834,25658,23778,30006,25651,23778,155705
9888,239761,260498,97976,234310,260261,97976,1190782
2771,244206,650909,100174,234625,647281,100174,1977369
7513,12577,5452,4324,14063,5460,4324,46200
8451,4441,5015,21,5070,5055,21,19623
7975,9539,9815,1563,11097,9911,1563,43488
1467,14489,30366,39159,15377,30499,39159,169049
6934,16311,24119,77465,19469,24253,77465,239082
1314,162884,401905,50795,161835,399303,50795,1227517
5248,6676,5671,22025,4810,11038,22025,72245
1316,7763,1548,1742,7601,1621,1742,22017
1454,40109,65630,86958,25699,68432,86958,373786
5240,6555,15233,58866,4659,18190,58866,162369
8964,38267,39820,25438,50779,39786,25438,219528
4770,15530,25178,6549,16107,25272,6549,95185
5606,50429,79082,147754,36455,92049,147754,553523
4646,55648,88837,10114,54020,88050,10114,306783
4643,40397,53461,23940,40554,55834,23940,238126
7355,51028,53942,54455,53597,53732,54455,321209
9555,6754,17148,0,6852,17229,0,47983
6969,155809,428581,627069,154990,418471,627069,2411989
4558,42360,156050,22598,41093,153243,22598,437942
8673,1862,1639,0,2296,1640,0,7437
5607,48617,88848,85515,33561,92035,85515,434091
5383,50672,81595,235308,27971,92392,235308,723246
5384,99417,190539,416192,67789,207121,416192,1397250
5435,74988,171896,299425,42300,181355,299425,1069389
8543,7878,3624,11,4069,2853,11,18446
2834,506,1138,34,454,1265,34,3431
8674,342,85,0,346,83,0,856
5191,66396,139155,87879,58259,142847,87879,582415
4771,32420,67326,12637,34404,67393,12637,226817
5029,6509,9570,10213,5973,9609,10213,52087
2868,157,115,28,234,117,28,679
1483,1286,426,86,807,463,86,3154
1484,2150,847,3650,2618,947,3650,13862
7098,5082,34717,29684,4214,36957,29684,140338
4157,30,18,0,27,18,0,93
9959,12415,13204,2715,14795,13203,1340,57672
5608,29043,79594,70851,25722,87745,70851,363806
7640,261307,292476,22574,228834,340797,22574,1168562
5155,17486,19327,90543,8898,22293,90543,249090
5671,48465,99403,86079,43157,105569,86079,468752
5675,2258,3251,3394,1989,3747,3394,18033
5571,342960,803904,927972,254127,841094,927972,4098029
1861,10343,19328,7747,11101,19287,7747,75553
1044,79052,107315,5242,86132,107518,5242,390501
5436,5216,3852,8633,5005,7041,8633,38380
5385,258874,564027,772806,227186,555508,772806,3151207
5249,692,446,67,707,439,67,2418
5075,63359,203703,330103,48099,223085,330103,1198452
5156,11890,28572,31473,6744,34275,31473,144427
4222,157359,411972,43689,146888,410329,43689,1213926
5920,34333,37311,50030,36835,37780,50030,246319
5884,8261,17021,10980,10271,17642,10980,75155
5933,9905,13332,13876,10945,13184,13876,75118
6355,1770,264,146,2815,259,146,5400
3333,240118,421749,263353,246771,420963,263353,1856307
6228,288,36,139,276,36,139,914
6686,29754,63509,9010,28392,60468,9010,200143
2800,8740,22502,5471,7977,25051,5471,75212
5085,21721,42963,91582,10577,50527,91582,308952
5437,77254,147037,309824,46047,159020,309824,1049006
5609,16891,15948,5510,23153,14247,5510,81259
1900,42208,1614,16738,36514,1654,16738,115466
3195,3014,3026,4453,3677,3054,4453,21677
5386,9502,12575,24928,4854,15793,24928,92580
3880,25050,34605,21572,27365,34600,21572,164764
8676,2103,1160,0,2009,1162,0,6434
2463,721,56,0,701,56,0,1534
4479,968,1083,10,872,1090,10,4033
4355,4299,2283,166,4860,2648,166,14422
1010,20996,35793,244,18624,35844,244,111745
1322,50671,79036,63401,60266,81422,63401,398197
3151,13893,19216,22281,14840,22200,22281,114711
5387,4091,18728,13510,2955,20049,13510,72843
3471,70913,236099,19135,70830,235412,19135,651524
8727,1871,910,0,2543,914,0,6238
5572,114526,208553,231580,73995,225354,231580,1085588
7521,9,9,0,25,12,0,55
3430,23104,64488,54428,25931,64518,54428,286897
4691,81892,216875,23827,84508,219969,23827,650898
5837,4302,15267,5331,4126,15499,5331,49856
4110,10732,19223,128,10915,19262,128,60388
5193,9795,19716,38294,12665,24193,38294,142957
5610,26146,43767,49805,23061,47329,49805,239913
3152,42926,50077,77433,44080,52039,77433,343988
2264,11330,24548,355,10339,25630,355,72557
4523,13809,22194,20,12657,21842,20,70542
4538,2805,1460,1035,2886,1746,1035,10967
3153,37250,18659,52706,45675,20329,52706,227325
6949,23010,27301,63309,16859,27285,63309,221073
7203,10952,24234,5020,11808,24401,5020,81435
8191,17280,27057,21425,18673,27166,21425,133026
7976,30317,34821,10613,33779,34920,10613,155063
6530,21743,54412,18418,23241,53784,18418,190016
6531,35,30,0,43,36,0,144
5849,358,588,57,383,591,57,2034
9812,19770,13402,4894,22926,13402,4894,79288
6210,387,5,293,494,5,293,1477
5388,72001,183511,345906,42013,193000,345906,1182337
9825,4513,2464,1836,4515,2464,1836,17628
7460,31135,69712,217282,26913,72828,217282,635152
6267,286,26,87,337,25,87,848
6857,5099,19818,29464,5219,20196,29464,109260
5491,120283,289712,408088,109921,304816,408088,1640908
5028,553,2110,1256,1376,2250,1256,8801
6203,513,29,5,702,29,5,1283
8282,7043,17320,2379,7330,17386,2379,53837
8677,5410,12578,0,5003,12597,0,35588
7356,5895,931,685,4795,932,685,13923
7461,77,631,42,518,635,42,1945
7462,53360,75833,77855,47063,78026,77855,409992
1035,14635,27145,1222,15544,27125,1222,86893
3154,28916,26775,78303,34462,28483,78303,275242
2985,1,10,0,1,10,0,22
1159,19697,28818,506,18968,28949,506,97444
4025,3790,12357,4066,4270,12359,4066,40908
5798,17893,29985,19646,16336,31888,19646,135394
3474,19781,55123,13026,20611,54457,13026,176024
2677,40009,54920,12685,43577,55872,12685,219748
5573,22738,32572,35212,22638,35782,35212,184154
3897,12037,30107,6853,14438,30106,6853,100394
5229,185443,500110,913285,164803,495039,913285,3171965
4271,4839,7980,1829,4504,7980,1829,28961
4432,101,116,0,72,126,0,415
3882,13060,39700,7705,14781,39705,7705,122656
5389,20815,29357,57200,8894,33505,57200,206971
5758,12578,25148,8684,12902,24054,8684,92050
3434,19711,104479,9410,21319,104397,9410,268726
3432,9645,7070,34401,8425,7078,34401,101020
3558,23055,97223,26881,24638,96844,26881,295522
5921,17309,25843,31463,19741,26823,31463,152642
2283,33250,38542,17026,34001,38609,17026,178454
2969,6316,4836,2189,6149,5248,2189,26927
3887,85057,153056,32985,69634,153000,32985,526717
3886,2645,149,2649,3217,146,2649,11455
3888,3957,10239,1881,4235,10245,1881,32438
3889,9931,32858,13225,8375,32866,13225,110480
3891,18591,44899,9300,16761,44926,9300,143777
7225,4218,2910,1265,3292,2922,1265,15872
1393,32590,68938,123881,22196,86908,123881,458394
4276,3673,8901,17183,3539,8902,17183,59381
9562,88277,91109,48745,99297,91139,48745,467312
3348,56329,77198,36455,57835,77203,36455,341475
3540,105262,157300,8919,101779,155921,8919,538100
8837,577,186,0,528,186,0,1477
5390,50737,62754,189202,27146,74370,189202,593411
5230,157423,488199,643709,140787,510535,643709,2584362
6952,21692,20712,61178,18675,20790,61178,204225
1783,12669,7310,3055,12287,7655,3055,46031
5574,173529,405390,323152,147053,417588,323152,1789864
3155,90809,159876,188552,79919,174155,188552,881863
2439,512,906,660,612,979,660,4329
3817,10360,7070,9261,8934,7063,9261,51949
4357,167,70,0,183,99,0,519
8728,1375,766,0,1457,773,0,4371
4518,23315,11560,2113,22058,11369,2113,72528
4433,12323,18127,13437,12468,18037,13437,87829
5334,5779,15045,23944,4536,16493,23944,89741
9776,101890,73092,41926,104086,73092,41926,436012
6211,3334,16,2003,3356,15,2003,10727
8261,1635,49,2459,1526,49,2459,8177
2010,21021,48364,6396,22885,49029,6396,154091
5826,1688,2332,5054,2330,2337,5054,18795
4504,134802,216980,5845,117524,215652,5845,696648
9373,37866,19228,20044,40466,19222,20044,156870
2364,4388,2003,477,4317,1974,477,13636
7464,319722,305381,815836,255100,300868,815836,2812743
5613,6280,9508,25205,8186,9885,25205,84269
1524,9355,4861,1316,9120,4933,1316,30901
8838,14,26,0,12,29,0,81
5391,34951,56168,152895,26026,59544,152895,482479
2141,8719,1529,226,8873,1551,226,21124
5967,5609,8826,3069,6214,8876,3069,35663
2938,19633,36872,10497,15904,38045,10497,131448
1342,23183,15488,9166,24236,15927,9166,97166
2440,2196,1525,2848,1924,1527,2848,12868
5597,66892,152162,117677,29470,87381,117677,571259
5676,40024,74580,66960,32558,83777,66960,364859
5392,22241,26007,53031,20470,25380,53031,200160
5393,66,284,11,187,350,11,909
5231,17294,56904,112171,13309,64997,112171,376846
6268,11675,996,16025,13298,1001,16025,59020
8584,115,195,0,179,196,0,685
8591,287252,352665,45243,286839,362654,45243,1379896
2612,17838,25937,10408,15765,28271,10408,108627
2154,29746,53048,768,35477,68461,768,188268
2265,29861,47833,919,22040,37276,919,138848
5394,74972,147556,237657,58177,148136,237657,904155
9365,17300,5192,6759,16642,5194,6759,57846
5041,16240,30095,51197,15599,32540,51197,196868
1216,61002,152163,1700,66526,152627,1700,435718
2665,13171,10024,7158,12723,10584,7158,60818
6823,58194,49315,170914,49992,49587,170914,548916
6953,96392,506046,1128383,62332,502981,1128383,3424517
7407,8102,5605,1689,10240,5844,1689,33169
2251,13439,20367,1576,12988,19038,1576,68984
6858,3097,35639,14168,2959,36194,14168,106225
5575,132564,260368,352063,115171,277758,352063,1489987
5639,3025,7200,7551,3003,11366,7551,39696
5395,71212,126718,167953,46309,137221,167953,717366
5372,4663,5121,1914,4172,6346,1914,24130
5576,53942,62693,128894,38621,70450,128894,483494
7408,6965,3818,1992,7868,3907,1992,26542
5264,7197,4887,12664,8429,5409,12664,51250
6824,71851,82162,113766,60368,85790,113766,527703
5959,31200,81745,25115,28616,85088,25115,276879
3158,6377,11079,10005,6869,14855,10005,59190
5505,25902,60122,15106,29750,60423,15106,206409
5316,214,326,435,246,710,435,2366
2384,149961,256180,38319,226922,257671,38319,967372
2390,91505,88570,32633,36022,87838,32633,369201
4600,57058,68381,21227,60428,67664,21227,295985
2965,2,7,0,2,7,0,18
1121,4250,8574,3217,6107,8634,3217,33999
7079,8396,8681,17872,14342,9764,17872,76927
5241,5015,11517,9128,4321,13137,9128,52246
5158,42588,141880,1249,21027,34355,1249,242348
2133,78430,144215,2760,92640,191059,2760,511864
1455,18224,118701,44285,25021,108758,44285,359274
1402,287430,798012,534317,261897,794983,534317,3210956
1403,5409,8776,14987,6696,8362,14987,59217
1401,8,23,0,9,23,0,63
1456,9,13,0,9,18,0,49
7057,3847,7534,3115,7806,7845,3115,33262
6095,5948,5224,20660,7446,6122,20660,66060
3796,2821,3606,2015,3244,3601,2015,17302
1357,2603,1155,4746,2242,1155,4746,16647
6859,127,3078,3394,1749,4350,3394,16092
8509,9886,8185,6440,10920,8177,6440,50048
6073,11148,9036,18581,14930,10227,18581,82503
5128,81684,118414,602011,41431,139659,602011,1585210
1940,50076,66621,103209,53915,66813,103209,443843
4690,38775,98423,23716,39490,99037,23716,323157
4434,10326,13006,845,11535,13169,845,49726
6183,176439,245935,256210,160550,247918,256210,1343262
6096,31346,44938,102464,27427,49365,102464,358004
1347,12205,19132,4196,13081,19162,4196,71972
1423,76787,206246,113398,55153,207546,113398,772528
1509,8903,55548,3584,15533,55607,3584,142759
9673,35933,21984,6486,40393,21986,6486,133268
1466,23290,59458,46979,23067,60401,46979,260174
2681,723,386,41,746,384,41,2321
2266,5580,6367,404,4196,5638,404,22589
5684,73824,140465,211108,67141,150386,211108,854032
9250,18059,10974,8828,20012,10976,8828,77677
5411,68656,129389,87944,14252,74931,87944,463116
3174,39577,126713,93749,34893,133628,93749,522309
5086,36164,82720,138998,15690,94204,138998,506774
3188,19204,37632,72186,12311,43094,72186,256613
1525,26909,63355,198645,5377,45429,198645,538360
1421,37196,63693,59991,62025,84922,59991,367818
7466,16659,17152,70440,17196,19008,70440,210895
9564,25212,19864,12450,27111,19876,12450,116963
2201,41808,96029,722,41234,103070,722,283585
5129,26889,61245,98020,23067,69983,98020,377224
5438,42130,112182,164032,22485,121075,164032,625936
3059,0,4,0,0,4,0,8
7329,1131,1235,180,1397,1253,180,5376
5242,8749,14815,22791,8116,14167,22791,91429
5293,12469,9039,22275,5946,12384,22275,84388
5054,37861,39460,175542,20853,50322,175542,499580
5278,23196,71933,55480,19665,76746,55480,302500
5712,35510,56879,19164,40081,57134,19164,227932
7476,43439,87241,162386,52104,91819,162386,599375
5151,62713,97756,213767,23703,107012,213767,718718
5030,832,2148,7023,687,2720,7023,20433
9231,6270,2700,1495,7724,2697,1495,22381
7226,1273,623,655,1296,624,655,5126
9998,122892,79763,48137,119071,79764,48137,497764
5195,5052,18822,12017,4834,19081,12017,71823
2619,10713,14426,4915,8760,16139,4915,59868
3388,4039,1998,1806,4164,2150,1806,15963
3391,60732,187935,51013,61086,188653,51013,600432
7572,3006,1447,88,3545,1449,88,9623
5577,145383,234871,419948,141321,242732,419948,1604203
5965,39800,235296,40057,37431,233081,40057,625722
2772,12489,26991,7278,12060,26982,7278,93078
2736,9192,12341,2462,9848,12502,2462,48807
1585,4833,4909,110,4958,4906,110,19826
9753,37525,23979,6982,41101,23978,6982,140547
5759,3394,5707,5376,4586,5732,5376,30171
9665,6416,4760,1372,7418,4761,1372,26099
2161,16051,23465,1155,13173,22483,1155,77482
8184,11386,21899,46701,10898,21916,46701,159501
3896,3425,6113,1527,3153,6115,1527,21860
